Entity,Code,Year,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
Sudan,SDN,2001,3.36
Sudan,SDN,2002,3.3
Sudan,SDN,2003,3.89
Sudan,SDN,2004,4.16
Sudan,SDN,2005,4.09
Sudan,SDN,2006,4.89
Sudan,SDN,2007,5.66
Sudan,SDN,2008,5.42
Sudan,SDN,2009,6.39
Sudan,SDN,2010,5.06
Sudan,SDN,2011,5.62
Sudan,SDN,2012,5.69
Sudan,SDN,2013,6.96
Sudan,SDN,2014,5.68
Suriname,SUR,2000,5.87
Suriname,SUR,2001,3.82
Suriname,SUR,2002,5.33
Suriname,SUR,2003,4.89
Suriname,SUR,2004,5.46
Suriname,SUR,2005,5.24
Suriname,SUR,2006,5.86
Suriname,SUR,2007,5.22
Suriname,SUR,2008,4.75
Suriname,SUR,2009,4.98
Suriname,SUR,2010,4.7
Suriname,SUR,2011,4.41
Suriname,SUR,2012,4.28
Suriname,SUR,2013,4.49
Suriname,SUR,2014,4.52
Sweden,SWE,2000,7.33
Sweden,SWE,2001,7.9
Sweden,SWE,2002,8.21
Sweden,SWE,2003,8.32
Sweden,SWE,2004,8.13
Sweden,SWE,2005,8.15
Sweden,SWE,2006,8.05
Sweden,SWE,2007,8
Sweden,SWE,2008,8.21
Sweden,SWE,2009,8.77
Sweden,SWE,2010,8.32
Sweden,SWE,2011,10.42
Sweden,SWE,2012,10.74
Sweden,SWE,2013,10.9
Sweden,SWE,2014,10.95
Switzerland,CHE,2000,9.13
Switzerland,CHE,2001,9.46
Switzerland,CHE,2002,9.88
Switzerland,CHE,2003,10.14
Switzerland,CHE,2004,10.23
Switzerland,CHE,2005,10.06
Switzerland,CHE,2006,9.58
Switzerland,CHE,2007,9.42
Switzerland,CHE,2008,9.53
Switzerland,CHE,2009,10.14
Switzerland,CHE,2010,9.93
Switzerland,CHE,2011,10.05
Switzerland,CHE,2012,10.14
Switzerland,CHE,2013,10.38
Switzerland,CHE,2014,10.43
Syria,SYR,2000,4.55
Syria,SYR,2001,4.7
Syria,SYR,2002,4.95
Syria,SYR,2003,5.12
Syria,SYR,2004,4.48
Syria,SYR,2005,4.11
Syria,SYR,2006,3.78
Syria,SYR,2007,3.72
Syria,SYR,2008,3.4
Syria,SYR,2009,3.55
Syria,SYR,2010,3.28
Syria,SYR,2011,2.53
Syria,SYR,2012,3.05
Tajikistan,TJK,2000,4.26
Tajikistan,TJK,2001,4.58
Tajikistan,TJK,2002,4.44
Tajikistan,TJK,2003,4.7
Tajikistan,TJK,2004,4.8
Tajikistan,TJK,2005,5.21
Tajikistan,TJK,2006,5.03
Tajikistan,TJK,2007,5.54
Tajikistan,TJK,2008,5.91
Tajikistan,TJK,2009,5.86
Tajikistan,TJK,2010,5.74
Tajikistan,TJK,2011,5.86
Tajikistan,TJK,2012,5.98
Tajikistan,TJK,2013,6.53
Tajikistan,TJK,2014,6.67
Tanzania,TZA,2000,3.42
Tanzania,TZA,2001,4.24
Tanzania,TZA,2002,4.69
Tanzania,TZA,2003,5.34
Tanzania,TZA,2004,5.74
Tanzania,TZA,2005,6.32
Tanzania,TZA,2006,7.6
Tanzania,TZA,2007,6.88
Tanzania,TZA,2008,5.56
Tanzania,TZA,2009,5.06
Tanzania,TZA,2010,5.22
Tanzania,TZA,2011,5.06
Tanzania,TZA,2012,5.02
Tanzania,TZA,2013,4.65
Tanzania,TZA,2014,4.01
Thailand,THA,2000,3.1
Thailand,THA,2001,3.03
Thailand,THA,2002,3.33
Thailand,THA,2003,3.24
Thailand,THA,2004,3.14
Thailand,THA,2005,3.16
Thailand,THA,2006,3.1
Thailand,THA,2007,3.19
Thailand,THA,2008,3.46
Thailand,THA,2009,3.62
Thailand,THA,2010,3.39
Thailand,THA,2011,3.57
Thailand,THA,2012,3.52
Thailand,THA,2013,3.45
Thailand,THA,2014,3.68
Togo,TGO,2000,2.79
Togo,TGO,2001,2.89
Togo,TGO,2002,2.9
Togo,TGO,2003,2.94
Togo,TGO,2004,3.09
Togo,TGO,2005,3.3
Togo,TGO,2006,3.45
Togo,TGO,2007,3.87
Togo,TGO,2008,3.84
Togo,TGO,2009,4.08
Togo,TGO,2010,4.45
Togo,TGO,2011,4.55
Togo,TGO,2012,4.81
Togo,TGO,2013,4.94
Togo,TGO,2014,5.08
Tonga,TON,2000,2.9
Tonga,TON,2001,3.43
Tonga,TON,2002,3.59
Tonga,TON,2003,3.44
Tonga,TON,2004,4.51
Tonga,TON,2005,4.39
Tonga,TON,2006,5.47
Tonga,TON,2007,4.73
Tonga,TON,2008,6.06
Tonga,TON,2009,3.93
Tonga,TON,2010,4.82
Tonga,TON,2011,3.82
Tonga,TON,2012,4.8
Tonga,TON,2013,3.98
Tonga,TON,2014,5.01
Trinidad and Tobago,TTO,2000,4.23
Trinidad and Tobago,TTO,2001,4.03
Trinidad and Tobago,TTO,2002,4.72
Trinidad and Tobago,TTO,2003,4.19
Trinidad and Tobago,TTO,2004,4.31
Trinidad and Tobago,TTO,2005,4.43
Trinidad and Tobago,TTO,2006,4.15
Trinidad and Tobago,TTO,2007,4.15
Trinidad and Tobago,TTO,2008,3.66
Trinidad and Tobago,TTO,2009,5.49
Trinidad and Tobago,TTO,2010,5.08
Trinidad and Tobago,TTO,2011,4.72
Trinidad and Tobago,TTO,2012,4.63
Trinidad and Tobago,TTO,2013,4.8
Trinidad and Tobago,TTO,2014,4.87
Tunisia,TUN,2000,4.81
Tunisia,TUN,2001,4.86
Tunisia,TUN,2002,5.12
Tunisia,TUN,2003,5.21
Tunisia,TUN,2004,5.2
Tunisia,TUN,2005,5.15
Tunisia,TUN,2006,5.13
Tunisia,TUN,2007,5.18
Tunisia,TUN,2008,5.16
Tunisia,TUN,2009,5.41
Tunisia,TUN,2010,5.61
Tunisia,TUN,2011,6.12
Tunisia,TUN,2012,6.29
Tunisia,TUN,2013,6.51
Tunisia,TUN,2014,6.45
Turkey,TUR,2000,4.6
Turkey,TUR,2001,4.89
Turkey,TUR,2002,5.06
Turkey,TUR,2003,5.01
Turkey,TUR,2004,4.91
Turkey,TUR,2005,4.89
Turkey,TUR,2006,5.15
Turkey,TUR,2007,5.24
Turkey,TUR,2008,5.22
Turkey,TUR,2009,5.49
Turkey,TUR,2010,5.02
Turkey,TUR,2011,4.65
Turkey,TUR,2012,4.44
Turkey,TUR,2013,4.37
Turkey,TUR,2014,4.33
Turkmenistan,TKM,2000,4.08
Turkmenistan,TKM,2001,4.82
Turkmenistan,TKM,2002,4.16
Turkmenistan,TKM,2003,5.04
Turkmenistan,TKM,2004,6.26
Turkmenistan,TKM,2005,5.65
Turkmenistan,TKM,2006,4.98
Turkmenistan,TKM,2007,3.13
Turkmenistan,TKM,2008,3.49
Turkmenistan,TKM,2009,2.85
Turkmenistan,TKM,2010,3.24
Turkmenistan,TKM,2011,3.25
Turkmenistan,TKM,2012,3.37
Turkmenistan,TKM,2013,3.94
Turkmenistan,TKM,2014,4.31
Tuvalu,TUV,2000,22.37
Tuvalu,TUV,2001,18.48
Tuvalu,TUV,2002,12.43
Tuvalu,TUV,2003,14.39
Tuvalu,TUV,2004,9.89
Tuvalu,TUV,2005,10.56
Tuvalu,TUV,2006,12.27
Tuvalu,TUV,2007,10.52
Tuvalu,TUV,2008,10.12
Tuvalu,TUV,2009,12.27
Tuvalu,TUV,2010,15.65
Tuvalu,TUV,2011,14.1
Tuvalu,TUV,2012,13.6
Tuvalu,TUV,2013,14.34
Tuvalu,TUV,2014,14.69
Uganda,UGA,2000,5.08
Uganda,UGA,2001,5.05
Uganda,UGA,2002,4.77
Uganda,UGA,2003,4.3
Uganda,UGA,2004,4.7
Uganda,UGA,2005,5.81
Uganda,UGA,2006,6.46
Uganda,UGA,2007,6.11
Uganda,UGA,2008,5.45
Uganda,UGA,2009,5.79
Uganda,UGA,2010,6.81
Uganda,UGA,2011,6.7
Uganda,UGA,2012,6.11
Uganda,UGA,2013,5.78
Uganda,UGA,2014,5.34
Ukraine,UKR,2000,5.31
Ukraine,UKR,2001,5.73
Ukraine,UKR,2002,5.99
Ukraine,UKR,2003,6.55
Ukraine,UKR,2004,6.17
Ukraine,UKR,2005,6.35
Ukraine,UKR,2006,6.42
Ukraine,UKR,2007,6.02
Ukraine,UKR,2008,5.5
Ukraine,UKR,2009,6.61
Ukraine,UKR,2010,6.81
Ukraine,UKR,2011,6.82
Ukraine,UKR,2012,7.12
Ukraine,UKR,2013,6.94
Ukraine,UKR,2014,7.2
United Arab Emirates,ARE,2000,2.37
United Arab Emirates,ARE,2001,2.48
United Arab Emirates,ARE,2002,2.72
United Arab Emirates,ARE,2003,2.65
United Arab Emirates,ARE,2004,2.46
United Arab Emirates,ARE,2005,2.32
United Arab Emirates,ARE,2006,2.33
United Arab Emirates,ARE,2007,2.57
United Arab Emirates,ARE,2008,2.93
United Arab Emirates,ARE,2009,4.05
United Arab Emirates,ARE,2010,3.88
United Arab Emirates,ARE,2011,3.67
United Arab Emirates,ARE,2012,3.34
United Arab Emirates,ARE,2013,3.5
United Arab Emirates,ARE,2014,3.53
United Kingdom,GBR,2000,7.13
United Kingdom,GBR,2001,7.34
United Kingdom,GBR,2002,7.65
United Kingdom,GBR,2003,8.06
United Kingdom,GBR,2004,8.31
United Kingdom,GBR,2005,8.36
United Kingdom,GBR,2006,8.63
United Kingdom,GBR,2007,8.62
United Kingdom,GBR,2008,9.03
United Kingdom,GBR,2009,10.05
United Kingdom,GBR,2010,9.93
United Kingdom,GBR,2011,9.92
United Kingdom,GBR,2012,9.95
United Kingdom,GBR,2013,9.87
United Kingdom,GBR,2014,9.86
United States,USA,2000,12.49
United States,USA,2001,13.17
United States,USA,2002,14
United States,USA,2003,14.51
United States,USA,2004,14.55
United States,USA,2005,14.58
United States,USA,2006,14.71
United States,USA,2007,14.92
United States,USA,2008,15.21
United States,USA,2009,16.2
United States,USA,2010,16.2
United States,USA,2011,16.14
United States,USA,2012,16.12
United States,USA,2013,15.99
United States,USA,2014,16.2
Uruguay,URY,2000,9.21
Uruguay,URY,2001,9.8
Uruguay,URY,2002,9.68
Uruguay,URY,2003,9.62
Uruguay,URY,2004,8.3
Uruguay,URY,2005,7.76
Uruguay,URY,2006,7.74
Uruguay,URY,2007,7.49
Uruguay,URY,2008,8.13
Uruguay,URY,2009,7.95
Uruguay,URY,2010,7.91
Uruguay,URY,2011,7.95
Uruguay,URY,2012,8.07
Uruguay,URY,2013,8.12
Uruguay,URY,2014,8.07
Uzbekistan,UZB,2000,5.12
Uzbekistan,UZB,2001,5.24
Uzbekistan,UZB,2002,5.14
Uzbekistan,UZB,2003,5.19
Uzbekistan,UZB,2004,4.84
Uzbekistan,UZB,2005,4.78
Uzbekistan,UZB,2006,4.75
Uzbekistan,UZB,2007,4.54
Uzbekistan,UZB,2008,4.7
Uzbekistan,UZB,2009,4.8
Uzbekistan,UZB,2010,5.3
Uzbekistan,UZB,2011,5.26
Uzbekistan,UZB,2012,5.55
Uzbekistan,UZB,2013,5.72
Uzbekistan,UZB,2014,4.43
Vanuatu,VUT,2000,3.31
Vanuatu,VUT,2001,3.39
Vanuatu,VUT,2002,3.9
Vanuatu,VUT,2003,3.51
Vanuatu,VUT,2004,3.54
Vanuatu,VUT,2005,3.31
Vanuatu,VUT,2006,3.32
Vanuatu,VUT,2007,3.11
Vanuatu,VUT,2008,3.14
Vanuatu,VUT,2009,3.25
Vanuatu,VUT,2010,3.53
Vanuatu,VUT,2011,3.6
Vanuatu,VUT,2012,3.94
Vanuatu,VUT,2013,4.39
Vanuatu,VUT,2014,3.65
Vietnam,VNM,2000,4.11
Vietnam,VNM,2001,4.8
Vietnam,VNM,2002,3.87
Vietnam,VNM,2003,3.94
Vietnam,VNM,2004,4.09
Vietnam,VNM,2005,4.32
Vietnam,VNM,2006,4.57
Vietnam,VNM,2007,4.63
Vietnam,VNM,2008,4.36
Vietnam,VNM,2009,4.49
Vietnam,VNM,2010,5.07
Vietnam,VNM,2011,4.97
Vietnam,VNM,2012,5
Vietnam,VNM,2013,4.41
Vietnam,VNM,2014,4.69
Western Pacific (WHO),,2000,6.6
Western Pacific (WHO),,2001,7.6
Western Pacific (WHO),,2002,6.37
Western Pacific (WHO),,2003,6.15
Western Pacific (WHO),,2004,6.53
Western Pacific (WHO),,2005,6.89
Western Pacific (WHO),,2006,8.15
Western Pacific (WHO),,2007,7.31
Western Pacific (WHO),,2008,7.4
Western Pacific (WHO),,2009,7.51
Western Pacific (WHO),,2010,6.95
Western Pacific (WHO),,2011,6.87
Western Pacific (WHO),,2012,6.54
Western Pacific (WHO),,2013,6.69
Western Pacific (WHO),,2014,6.78
World,OWID_WRL,2000,5.48
World,OWID_WRL,2001,5.76
World,OWID_WRL,2002,5.74
World,OWID_WRL,2003,5.77
World,OWID_WRL,2004,5.88
World,OWID_WRL,2005,5.95
World,OWID_WRL,2006,6.11
World,OWID_WRL,2007,5.97
World,OWID_WRL,2008,6.06
World,OWID_WRL,2009,6.45
World,OWID_WRL,2010,6.29
World,OWID_WRL,2011,6.25
World,OWID_WRL,2012,6.21
World,OWID_WRL,2013,6.32
World,OWID_WRL,2014,6.4
Yemen,YEM,2000,4.67
Yemen,YEM,2001,4.95
Yemen,YEM,2002,4.83
Yemen,YEM,2003,5.76
Yemen,YEM,2004,5.51
Yemen,YEM,2005,5.21
Yemen,YEM,2006,5.53
Yemen,YEM,2007,5.82
Yemen,YEM,2008,5.76
Yemen,YEM,2009,5.99
Yemen,YEM,2010,5.16
Yemen,YEM,2011,4.77
Yemen,YEM,2012,5.2
Yemen,YEM,2013,4.96
Yemen,YEM,2014,4.84
Zambia,ZMB,2000,4.17
Zambia,ZMB,2001,4.83
Zambia,ZMB,2002,5.89
Zambia,ZMB,2003,6
Zambia,ZMB,2004,5.48
Zambia,ZMB,2005,6.33
Zambia,ZMB,2006,5.58
Zambia,ZMB,2007,4.58
Zambia,ZMB,2008,4.47
Zambia,ZMB,2009,5.16
Zambia,ZMB,2010,3.97
Zambia,ZMB,2011,3.96
Zambia,ZMB,2012,4.05
Zambia,ZMB,2013,4.57
Zambia,ZMB,2014,3.83
Zimbabwe,ZWE,2010,10.48
Zimbabwe,ZWE,2011,8.08
Zimbabwe,ZWE,2012,6.92
Zimbabwe,ZWE,2013,7.11
Zimbabwe,ZWE,2014,8.13
